id	ten	tac_gia	license	so_tam	dinh_dang	tag	loai
vintage_wooden_drawer_01	Vintage Wooden Drawer 01	James Ray Cock	CC0 1.0	5184	gltf,blend,fbx	furniture,shelves,table,vintage,old,filing,drawer,office,wooden,worn,cabinet	models
wall_clock	Wall Clock	PierreB3D	CC0 1.0	3658	gltf,blend,fbx	collection: project_lighthouse,decorative,appliances,time,timepiece,watch,watchface,wall clock,analog,modern,office decor,home interior,admin,office,90s	models
water_manhole_cover	Water Manhole Cover	Raunox	CC0 1.0	6301	gltf,blend,fbx	industrial,structures,collection: hidden_alley,infrastructure,drainage,utility,manhole,underground,maintenance,access cover,sewer,city,drain,road,street	models
watering_can_metal_01	Watering Can Metal 01	Charles Nderitu	CC0 1.0	11837	gltf,blend,fbx	containers,tools,props,collection: the_shed,metal,garage,garden,gardening,landscaping,outdoor,shed,irrigation,farm,farmhouse	models
weed_plant_02	Weed Plant 02	Rob Tuytel, Rico Cilliers	CC0 1.0	17062	gltf,blend,fbx	nature,plants,ground cover,collection: the_shed,nature,natural,bush,shrub,green,plant,outdoor,leaf,botany,leaves,forest,jungle,foliage,small,field,meadow	models
wheelchair_01	Wheelchair 01	Garreth Dean	CC0 1.0	40252	gltf,blend,fbx	props,infirmary,hospital,wheelchair,medical,clinic,mobilityaid,foldingwheelchair	models
wicker_basket_01	Wicker Basket 01	Kuutti Siitonen	CC0 1.0	22276	gltf,blend,fbx	containers,decorative,collection: the_shed,wood,wicker,twine,basket,picnic,outdoor,kitchen,dining,table,shed,farm	models
wicker_basket_02	Wicker Basket 02	Kuutti Siitonen	CC0 1.0	17850	gltf,blend,fbx	containers,decorative,handcrafted,home decor,rattan,basket,handwoven,woven,rustic decor,wicker,twine	models
wild_rooibos_bush	Wild Rooibos Bush	James Ray Cock, Jenelle van Heerden	CC0 1.0	76521	gltf,blend,fbx	nature,plants,collection: namaqualand,karoo,south africa,desert,dried,dry,shrub	models
wine_barrel_01	Wine Barrel 01	James Ray Cock	CC0 1.0	10820	gltf,blend,fbx	containers,barrel,wine,celler,old,worn,grape,farmhouse,farm	models
wine_bottles_01	Wine Bottles 01	Rico Cilliers, Jurita Burger	CC0 1.0	28848	gltf,blend,fbx	props,containers,dishes,wine,drink,bottle,champagne,grape,farmhouse,vineyard	models
wooden_axe	Wooden Axe	Ulan Cabanilla	CC0 1.0	3348	gltf,blend,fbx	props,tool,axe,weapon,sharp,lumberjack,forestry,forestry tools,chopping,gardening,garden,firewood,camping,survival,hand tool	models
wooden_axe_02	Wooden Axe 02	Ulan Cabanilla	CC0 1.0	2218	gltf,blend,fbx	props,tool,axe,weapon,hatchet,forestry,firewood,camping,hand tool,lumber,survival	models
wooden_axe_03	Wooden Axe 03	Ulan Cabanilla	CC0 1.0	3886	gltf,blend,fbx	props,tools,forest,gardening,garden,lumberjack,woodwork,firewood,fireman,saw,cutting,chopping	models
wooden_barrels_01	Wooden Barrels 01	James Ray Cock	CC0 1.0	33142	gltf,blend,fbx	containers,props,collection: smugglers_cove,barrel,celler,old,worn,wood,antique,prop,maritime,colonial,cove,farmhouse,farm,furniture,wooden	models
wooden_bookshelf_worn	Wooden Bookshelf Worn	Ulan Cabanilla	CC0 1.0	10106	gltf,blend,fbx	furniture,shelves,collection: the_shed,old,wooden,wood,worn,garage,shed,rustic,antique,distressed,aged,weathered,bookcase,shelves,carpentry,vintage,storage	models
wooden_bowl_01	Wooden Bowl 01	Oliver Harries	CC0 1.0	14122	gltf,blend,fbx	props,decorative,dishes,bowl,wooden,carved,fruit,fruitbowl,decoration	models
wooden_bowl_02	Wooden Bowl 02	Kuutti Siitonen	CC0 1.0	4666	gltf,blend,fbx	props,decorative,dishes,antique,vintage,old,wooden,ornate,traditional,fruitbowl,rustic decor,home decor	models
wooden_broom	Wooden Broom	Balen	CC0 1.0	14258	gltf,blend,fbx	collection: project_lighthouse,props,tools,cleaning,janitorial,housekeeping,wood,worn,old	models
wooden_bucket_01	Wooden Bucket 01	James Ray Cock	CC0 1.0	5116	gltf,blend,fbx	props,containers,collection: smugglers_cove,wooden,bucket,old,worn,wood,prop,container	models
wooden_bucket_02	Wooden Bucket 02	James Ray Cock	CC0 1.0	7252	gltf,blend,fbx	props,containers,collection: smugglers_cove,old,wooden,bucket,vintage,wood,prop,worn,antique,farmhouse,colonial,maritime,container	models
wooden_candlestick	Wooden Candlestick	Josh Dean	CC0 1.0	3328	gltf,blend,fbx	decorative,lighting,old,antique,vintage,fancy,candle,historic,victorian	models
wooden_crate_01	Wooden Crate 01	James Ray Cock	CC0 1.0	6576	gltf,blend,fbx	containers,collection: smugglers_cove,vintage,wood,old,wooden,fancy,colonial,chest,box,prop,antique,farmhouse,crate,maritime,commercial,container	models
wooden_crate_02	Wooden Crate 02	James Ray Cock, Jurita Burger	CC0 1.0	5176	gltf,blend,fbx	containers,props,collection: smugglers_cove,vintage,wood,old,wooden,worn,colonial,commercial,maritime,chest,box,container,prop,farmhouse,crate,farm	models
wooden_cutting_board	Wooden Cutting Board	Kuutti Siitonen	CC0 1.0	3520	gltf,blend,fbx	props,food,culinary,cooking,kitchen,cutting,chopping,cheese,cooking equipment,wood	models
wooden_display_shelves_01	Wooden Display Shelves 01	James Ray Cock	CC0 1.0	3174	gltf,blend,fbx	furniture,shelves,modern,wood,pine,square,display,shelf,bookshelf	models
wooden_hammer_01	Wooden Hammer 01	James Ray Cock	CC0 1.0	3617	gltf,blend,fbx	industrial,tools,props,collection: the_shed,wooden,worn,used,old,dirty,mallet,nails,woodwork,workshop,metal,hammer,hardware,craftsmanship	models
wooden_handle_saber	Wooden Handle Saber	Ulan Cabanilla	CC0 1.0	4031	gltf,blend,fbx	props,collection: hidden_alley,sword,weapon,pirates,blade,combat,survival,sharp	models
wooden_ladder	Wooden Ladder	Miroslav Turura	CC0 1.0	8492	gltf,blend,fbx	collection: project_lighthouse,tools,industrial,scaffolding,steps,construction,workshop,ladder,step-ladder,maintenance,utility,wooden	models
wooden_ladder_02	Wooden Ladder 02	JN_3DPRINTINGNERD	CC0 1.0	6126	gltf,blend,fbx	collection: project_lighthouse,tools,wooden,step-ladder,vintage,traditional,folding,garage,freestanding	models
wooden_lantern_01	Wooden Lantern 01	James Ray Cock	CC0 1.0	8321	gltf,blend,fbx	props,lighting,collection: smugglers_cove,lantern,wooden,wood,old,worn,farmhouse,maritime,colonial,cove,prop,vintage,candle	models
wooden_military_crate	Wooden Military Crate	Prabhjinder Singh	CC0 1.0	22986	gltf,blend,fbx	collection: project_lighthouse,containers,military,crate,box,army,chest,ammunition crate,wooden,weathered,worn	models
wooden_picnic_table	Wooden Picnic Table	Ulan Cabanilla	CC0 1.0	10210	gltf,blend,fbx	furniture,seating,table,vintage,old,worn,park,bench,outdoor,weathered,countryside,outdoor seating	models
wooden_spoon	Wooden Spoon	Ronnie Barter	CC0 1.0	6576	gltf,blend,fbx	props,dishes,cutlery,spoon,kitchen,cookware,cooking,serving spoon,mixing spoon,culinary	models
wooden_stool_01	Wooden Stool 01	Kuutti Siitonen	CC0 1.0	10946	gltf,blend,fbx	seating,furniture,collection: the_shed,old,worn,dirty,workshop,outdoor,stool,woodwork,shop	models
wooden_stool_02	Wooden Stool 02	Kuutti Siitonen	CC0 1.0	11146	gltf,blend,fbx	seating,furniture,old,wooden,vintage,antique,wood,farmhouse,carpentry,handcrafted,footstool	models
wooden_table_02	Wooden Table 02	Serhii Khromov	CC0 1.0	196	gltf,blend,fbx	furniture,table,wooden,worn,village,rural,natural,simple	models
worn_metal_rack	Worn Metal Rack	Luca B	CC0 1.0	6372	gltf,blend,fbx	collection: project_lighthouse,furniture,shelves,industrial,shelves,storage,metal,rusted,old,worn,workshop,garage,shed	models
yellow_onion	Yellow Onion	Kuutti Siitonen	CC0 1.0	5444	gltf,blend,fbx	props,food,culinary,kitchen,cooking,vegetables,organic,produce,nutrition,ingredients	models
aerial_asphalt_01	Aerial Asphalt 01	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	asphalt,outdoor,floor,road,man made,aerial,road,flat,cracked	textures
aerial_beach_01	Aerial Beach 01	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	terrain,sand,outdoor,natural,aerial,beach,wavy,costal,ocean,seaside	textures
aerial_beach_02	Aerial Beach 02	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	terrain,sand,natural,outdoor,aerial,beach,flat,costal,ocean,seaside	textures
aerial_beach_03	Aerial Beach 03	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	outdoor,terrain,sand,natural,aerial,beach,seaside,sand,trampled,uneven,brown,footprints,costal,ocean	textures
aerial_grass_rock	Aerial Grass Rock	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	terrain,rock,outdoor,natural,aerial,moss,grass,cliff,cave,rock face	textures
aerial_ground_rock	Aerial Ground Rock	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	terrain,outdoor,natural,aerial,mud,rocks,stones,dirt,dry	textures
aerial_mud_1	Aerial Mud 1	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	terrain,road,outdoor,natural,aerial,mud,tracks,tire tracks,wet soil,uneven surface,ruts,surface depressions	textures
aerial_rocks_01	Aerial Rocks 01	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	terrain,outdoor,natural,rock,aerial,rocks,moss,cliff,rock face,cave	textures
aerial_rocks_02	Aerial Rocks 02	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	terrain,outdoor,natural,rock,aerial,rocks,rough,moss,cliff,rock face,cave	textures
aerial_rocks_04	Aerial Rocks 04	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	terrain,outdoor,natural,rock,aerial,rough,rocks,moss,cliff,rock face,cave	textures
aerial_sand	Aerial Sand	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	terrain,sand,outdoor,natural,aerial,sand,costal,seaside,ocean,sea	textures
aerial_wood_snips	Aerial Wood Snips	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	terrain,outdoor,natural,aerial,rough,wood,mud,dirt,wood chips,wood splinters,tire tracks,organic debris,earth	textures
american_walnut_veneer	American Walnut Veneer	Jenelle van Heerden	CC0 1.0		jpg,png,exr (1k..8k)	wood,raw wood,american walnut,natural grain,hardwood,grain,natural wood grain,natural wood,gray,wood grain,veneer,walnut,wood	textures
angli_veneer	Angli Veneer	Jenelle van Heerden	CC0 1.0		jpg,png,exr (1k..8k)	wood,raw wood,veneer,veneer wood,natural grain,grain,wood,natural wood grain,wood grain,angli,light wood,flat wood surface	textures
anti_skid_tiles	Anti Skid Tiles	Amal Kumar	CC0 1.0		jpg,png,exr (1k..8k)	floor,man made,antislip,antiskid,tiles,patio,nonslip,grip,slipresistant,durable	textures
anti_slip_concrete	Anti Slip Concrete	Charlotte Baglioni	CC0 1.0		jpg,png,exr (1k..8k)	floor,man made,concrete,plaster-concrete,rough,concrete,antislip,outdoor,weathered,exterior,scuffed,chipped,scratched,nonslip,pavement,rough  ,coarse	textures
asbestos_sheet	Asbestos Sheet	Amal Kumar	CC0 1.0		jpg,png,exr (1k..8k)	wall,man made,asbestos,corrugated,dirty,sheet,corrugation,industrial,material,fireresistant	textures
asbestos_sheet_02	Asbestos Sheet 02	Amal Kumar	CC0 1.0		jpg,png,exr (1k..8k)	wall,man made,asbestos,sheet,asbestos sheet,corrugated,dirty,fireresistant,building material,durable	textures
ash_veneer	Ash Veneer	Jenelle van Heerden	CC0 1.0		jpg,png,exr (1k..8k)	wood,raw wood,ash wood,ash,wood,hardwood,veneer,veneer wood,natural grain,natural veneer,fine grain,natural wood	textures
asphalt_01	Asphalt 01	Dario Barresi, Charlotte Baglioni	CC0 1.0		jpg,png,exr (1k..8k)	asphalt,floor,outdoor,road,rough,dirty,asphalt,road,worn	textures
asphalt_02	Asphalt 02	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	terrain,road,man made,outdoor,floor,asphalt,cracked,flat,road,asphalt road,tarmac road,gritty,weathered,grey,cracking,tar,cracks	textures
asphalt_03	Asphalt 03	Dario Barresi, Charlotte Baglioni	CC0 1.0		jpg,png,exr (1k..8k)	outdoor,man made,dirty,road,asphalt,rough,worn,dirty,floor,road,asphalt,city,urban	textures
asphalt_04	Asphalt 04	Jenelle van Heerden, Sergej Majboroda	CC0 1.0		jpg,png,exr (1k..8k)	man made,outdoor,road,rough,weathered,dry,cracked,discolored,asphalt,road,street	textures
asphalt_05	Asphalt 05	Amal Kumar	CC0 1.0		jpg,png,exr (1k..8k)	floor,asphalt,rough,floor,road,asphalt,coarse,brown,street,roadway	textures
asphalt_06	Asphalt 06	Jan Martens	CC0 1.0		jpg,png,exr (1k..8k)	asphalt,outdoor,floor,road,rough,dirty,scuffed,driveway texture,sidewalk,hard surface,handmade,raw	textures
asphalt_07	Asphalt 07	Charlotte Baglioni	CC0 1.0		jpg,png,exr (1k..8k)	floor,asphalt,man made,road,rough,weathered,asphalt,chipped,granular,abrasive,road,paving	textures
asphalt_floor	Asphalt Floor	eye-candy.xyz	CC0 1.0		jpg,png,exr (1k..8k)	outdoor,man made,floor,clean,concrete,road,asphalt,plaster-concrete,flat,asphalt,brown,even,dry,smooth,ground	textures
asphalt_pit_lane	Asphalt Pit Lane	Dimitrios Savva	CC0 1.0		jpg,png,exr (1k..8k)	floor,asphalt,road,asphalt,asphalt road,road,roadway,tarmac road,race track,pit lane	textures
asphalt_snow	Asphalt Snow	eye-candy.xyz	CC0 1.0		jpg,png,exr (1k..8k)	outdoor,man made,asphalt,snow,rough,asphalt,road,snow,urban,floor	textures
asphalt_track	Asphalt Track	Dimitrios Savva	CC0 1.0		jpg,png,exr (1k..8k)	asphalt,track,asphalt,racing,road,speedway,asphalt road,race track,tarmac road	textures
bamboo_veneer	Bamboo Veneer	Jenelle van Heerden	CC0 1.0		jpg,png,exr (1k..8k)	wood,raw wood,bamboo,bamboo texture,veneer,natural grain,grain,natural wood grain,wood grain,natural wood,veneer wood,flat wood surface,light wood,blonde	textures
bamboo_wall	Bamboo Wall	Amal Kumar	CC0 1.0		jpg,png,exr (1k..8k)	wall,wood,raw wood,wood,raw,bamboo,wood wall,wooden,culm,bamboo culm,bamboo pole,bamboo texture,organic,paneling	textures
bamboo_wall_02	Bamboo Wall 02	Amal Kumar	CC0 1.0		jpg,png,exr (1k..8k)	wood,wood,raw,bamboo,wood wall,wooden,culm,bamboo culm,bamboo pole,bamboo texture,organic,paneling	textures
bamboo_wall_03	Bamboo Wall 03	Amal Kumar	CC0 1.0		jpg,png,exr (1k..8k)	wood,wood,raw,bamboo,wood wall,wooden,culm,bamboo culm,bamboo pole,bamboo texture,organic,paneling	textures
bark_bluegum	Bark Blue gum	Dimitrios Savva	CC0 1.0		jpg,png,exr (1k..8k)	bark,natural,bark,tree,tree bark,tree bark texture,tree trunk,nature,outdoor,bluegum,organic,environment,forest	textures
bark_brown_01	Bark Brown 01	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	wood,outdoor,natural,bark,bark,tree,forest,knots,bark grooves,tree bark,tree trunk	textures
bark_brown_02	Bark Brown 02	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	wood,outdoor,natural,bark,bark,tree,forest,knots,wooden knots,tree trunk	textures
bark_platanus	Bark Platanus	Dimitrios Savva	CC0 1.0		jpg,png,exr (1k..8k)	natural,bark,bark,tree bark,natural,bark texture,forestry,tree,tree trunk,tree texture,platanus,nature,organic	textures
bark_willow	Bark Willow	Dario Barresi, Dimitrios Savva	CC0 1.0		jpg,png,exr (1k..8k)	outdoor,natural,bark,wood,willow,bark,tree,forest,nature,brown,uneven,sallow,osier,old,wood,woodland	textures
bark_willow_02	Bark Willow 02	Charlotte Baglioni	CC0 1.0		jpg,png,exr (1k..8k)	outdoor,natural,wood,raw wood,bark,rough,dry,nature,tree,bark,wood,forest	textures
baseball_playground	Baseball Playground	Guillaume Monsergent	CC0 1.0		jpg,png,exr (1k..8k)	outdoor,terrain,sand,dirt,playground,sand,baseball,ground,brown,dry,trampled,footprints	textures
beam_wall_01	Beam Wall 01	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	wood,outdoor,man made,wall,wall,stacked,cabin,house,hut,forest	textures
beige_wall_001	Beige Wall 001	Dimitrios Savva, Rico Cilliers	CC0 1.0		jpg,png,exr (1k..8k)	man made,wall,plaster,outdoor,indoor,plaster-concrete,beige,painted,smooth,suburb,house,home	textures
beige_wall_002	Beige Wall 002	Dimitrios Savva, Rico Cilliers	CC0 1.0		jpg,png,exr (1k..8k)	man made,wall,plaster,outdoor,indoor,plaster-concrete,beige,painted,suburb,house,spikey,textured,home	textures
bi_stretch	Bi Stretch	colormass, Rico Cilliers	CC0 1.0		jpg,png,exr (1k..8k)	fabric,stretchy,yellow,fine,flexible,bi-stretch,polyester,textile ,woven	textures
bicolour_gravel	Bicolour Gravel	Dimitrios Savva	CC0 1.0		jpg,png,exr (1k..8k)	floor,gravel,gravel,gravelly,driveway gravel,driveway stones,driveway,garden walkway,stones,garden path gravel	textures
bitumen	Bitumen	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	roofing,rough,cracked,cracks,dirty,bitumen,asphalt,roofing material,tar,gritty,rough  	textures
black_oak_veneer	Black Oak Veneer	Jenelle van Heerden	CC0 1.0		jpg,png,exr (1k..8k)	wood,raw wood,raw,wood,oak,natural wood grain,natural grain,grain,gray,wood grain,veneer,veneer wood,flat wood surface	textures
black_painted_planks	Black Painted Planks	Dimitrios Savva	CC0 1.0		jpg,png,exr (1k..8k)	wood,painted,painted wood,wood,wooden planks,weathered,scratched,worn,grain,wood grain,distressed wood,timber,plank	textures
black_walnut_veneer_01	Black Walnut Veneer 01	Jenelle van Heerden	CC0 1.0		jpg,png,exr (1k..8k)	wood,raw wood,natural grain,grain,natural wood grain,wood grain,natural wood,fine grain,natural veneer,natural,veneer,veneer wood,brown,light wood,walnut	textures
black_walnut_veneer_02	Black Walnut Veneer 02	Jenelle van Heerden	CC0 1.0		jpg,png,exr (1k..8k)	wood,raw wood,walnut,walnut wood,wood,veneer,natural grain,grain,natural wood,natural wood grain,wood grain	textures
black_walnut_veneer_03	Black Walnut Veneer 03	Jenelle van Heerden	CC0 1.0		jpg,png,exr (1k..8k)	raw wood,wood,walnut,walnut wood,natural grain,grain,wood,hardwood,veneer,natural veneer	textures
blue_floor_tiles_01	Blue Floor Tiles 01	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	floor,man made,outdoor,dirty,brick,floor,moss,damp,wet,bright,walkway,pavement	textures
blue_metal_plate	Blue Metal Plate	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	metal,industrial,scratched,metal sheet,metal,painted,industrial,scratches,scuffed,steel panel,abrasion marks,blue,metal plate	textures
blue_painted_planks	Blue Painted Planks	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	wood,wall,man made,dirty,planks,painted,house,wooden,peeling	textures
blue_plaster_wall	Blue Plaster Wall	Dimitrios Savva	CC0 1.0		jpg,png,exr (1k..8k)	outdoor,wall,plaster-concrete,rough,painted,cracking paint,cracks,bumpy,cracking,plaster,blue,plastering,painted concrete,chalky	textures
blue_plaster_weathered	Blue Plaster Weathered	Amal Kumar	CC0 1.0		jpg,png,exr (1k..8k)	wall,man made,plaster,outdoor,old,weathered,worn,discolored,chipped,damaged,wall,plaster,plastered,deteriorated,exterior,blue,peeling,timeworn	textures
book_pattern	Book Pattern	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	fabric,cotton,plain,book,cover,textile ,olive,olive green,woven	textures
box_profile_metal_sheet	Box Profile Metal Sheet	Amal Kumar	CC0 1.0		jpg,png,exr (1k..8k)	wall,outdoor,roofing,sheet,metal sheet,box profile,industrial,corrugated,steel,red,roofing material,metal roofing sheet,galvanized steel,corrugated iron	textures
brick_4	Brick 4	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	wall,man made,dirty,outdoor,brick,red,moss,urban,city,damp,wet	textures
brick_crosswalk	Brick Crosswalk	Charlotte Baglioni	CC0 1.0		jpg,png,exr (1k..8k)	floor,brick,brick,bricks,multicoloured,pedestrian crossing ,crosswalk,street,sidewalk,urban	textures
brick_floor	Brick Floor	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	floor,man made,dirty,outdoor,brick,herringbone,diagonal,brick,paving,repeat pattern,aged	textures
brick_floor_003	Brick Floor 003	Rob Tuytel, Dimitrios Savva	CC0 1.0		jpg,png,exr (1k..8k)	floor,brick,man made,outdoor,indoor,clean,wall,brown,floor,pavement	textures
brick_floor_02	Brick Floor 02	Charlotte Baglioni	CC0 1.0		jpg,png,exr (1k..8k)	floor,man made,weathered,worn,brick,bricks,red brick,outdoor,weatherbeaten,exterior	textures
brick_floor_04	Brick Floor 04	Dimitrios Savva	CC0 1.0		jpg,png,exr (1k..8k)	outdoor,wall,brick,dirty,man made,dark,weathered,scratched,dirty,smooth,rough,grout,staggered,rectangular	textures
brick_gravel	Brick Gravel	Dimitrios Savva	CC0 1.0		jpg,png,exr (1k..8k)	outdoor,gravel,brick,rough,uneven,brick,gravel,broken pieces,rubble,fragmented,crushed,aggregate,terracotta	textures
brick_moss_001	Brick Moss 001	Dimitrios Savva, Rico Cilliers	CC0 1.0		jpg,png,exr (1k..8k)	outdoor,floor,man made,brick,road,moss,pavement,dirty,discolored,damp,pattern	textures
brick_pavement	Brick Pavement	Charlotte Baglioni	CC0 1.0		jpg,png,exr (1k..8k)	brick,cobblestone,dirty,man made,road,brick,pavement,sidewalk,bricks,red brick,interlocking bricks,pavement patterned,patterned,interlocking,pavers,building,sidewalk texture,roadway,concrete,urban,architecture,urban,city,street,walkway,pathway,stone pathway	textures
brick_pavement_02	Brick Pavement 02	Charlotte Baglioni	CC0 1.0		jpg,png,exr (1k..8k)	floor,man made,brick,old,rough,brick,bricks,pavement,gray,outdoor flooring,urban,sidewalk	textures
brick_pavement_03	Brick Pavement 03	Charlotte Baglioni	CC0 1.0		jpg,png,exr (1k..8k)	floor,brick,man made,rough,uneven,brick,bricks,pavement,paving,interlocking bricks,pavement patterned,sidewalk,rough  ,patterned,interlocking pattern	textures
brick_pavement_04	Brick Pavement 04	Charlotte Baglioni	CC0 1.0		jpg,png,exr (1k..8k)	outdoor,man made,floor,rough,brick,bricks,pavement,exterior,rough  ,outdoor walkway	textures
brick_villa_floor	Brick Villa Floor	Dimitrios Savva	CC0 1.0		jpg,png,exr (1k..8k)	floor,man made,outdoor,rough,brick,bricks,interlocking bricks,pattern,patterned,floor,outdoor flooring,outdoor,rough  	textures
brick_wall_001	Brick Wall 001	Rob Tuytel, Dimitrios Savva	CC0 1.0		jpg,png,exr (1k..8k)	brick,man made,outdoor,indoor,clean,wall,red,rough,industrial,plain,baked	textures
brick_wall_003	Brick Wall 003	Rob Tuytel, Dimitrios Savva	CC0 1.0		jpg,png,exr (1k..8k)	brick,wall,man made,outdoor,indoor,clean,wall,modern,pavement	textures
brick_wall_005	Brick Wall 005	Dario Barresi, Dimitrios Savva	CC0 1.0		jpg,png,exr (1k..8k)	man made,wall,brick,rough,uneven,wall,chipped,damaged,concrete,brick,bricks	textures
brick_wall_006	Brick Wall 006	Jan Burghardt	CC0 1.0		jpg,png,exr (1k..8k)	outdoor,man made,wall,brick,rough,wall,chipped,worn,cracked,discolored,dry,red,brick,bricks,damaged,concrete,scratched,uneven	textures
brick_wall_02	Brick Wall 02	Dimitrios Savva	CC0 1.0		jpg,png,exr (1k..8k)	wall,brick,outdoor,man made,weathered,cracked,concrete,scratched,brick,bricks,wall,exterior,red brick	textures
brick_wall_04	Brick Wall 04	Dario Barresi, Dimitrios Savva, Rico Cilliers	CC0 1.0		jpg,png,exr (1k..8k)	outdoor,man made,wall,brick,plaster-concrete,rough,uneven,wall,chipped,damaged,rock,rocks,concrete,plaster,brick,bricks,cement,weathered,stones,cracked,worn	textures
brick_wall_07	Brick Wall 07	Dimitrios Savva	CC0 1.0		jpg,png,exr (1k..8k)	wall,brick,man made,rough,old,brick,bricks,walling,coarse,outdoors,outdoor,wall,exterior,gritty,rough  	textures
brick_wall_08	Brick Wall 08	Amal Kumar	CC0 1.0		jpg,png,exr (1k..8k)	brick,wall,outdoor,man made,rough,mortar,raw,grey,coarse	textures
brick_wall_09	Brick Wall 09	Rob Tuytel, Matterfield	CC0 1.0		jpg,png,exr (1k..8k)	wall,man made,brick,rough,wall,exterior,outdoor,brick,red brick,construction,building,structure	textures
brick_wall_10	Brick Wall 10	Dimitrios Savva	CC0 1.0		jpg,png,exr (1k..8k)	wall,brick,brick,bricks,wall,brick wall,dark,weathered,walling,rough surface,exterior wall,weather-beaten,dark brick,exposed brick	textures
brick_wall_11	Brick Wall 11	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	wall,brick,brick,wall,bricks,brick wall,walling,weathered,weatherbeaten,exterior	textures
brick_wall_12	Brick Wall 12	Dimitrios Savva	CC0 1.0		jpg,png,exr (1k..8k)	wall,brick,rough,brick,wall,brick wall,coarse,outdoor,walling,masonry,bricks,exterior	textures
brick_wall_13	Brick Wall 13	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	wall,brick,indoor,rough,old,discolored,brick,bricks,brick wall,walling,wall	textures
broken_brick_wall	Broken Brick Wall	Amal Kumar	CC0 1.0		jpg,png,exr (1k..8k)	wall,brick,weathered,broken,brick,wall,bricks,crumbling,timeworn,exterior,red brick,deteriorating,damaged,aged	textures
broken_wall	Broken Wall	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	rock,outdoor,indoor,wall,man made,rough,wall,stacked,stones,castle,old,ancient,modern	textures
brown_brick_02	Brown Brick 02	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	brick,wall,outdoor,indoor,clean,man made,brown,rough,sandy,urban,yellow	textures
brown_floor_tiles	Brown Floor Tilles	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	tiles,floor,tiles,ceramic,square,outdoor flooring,flat,continuous,consistent,brown,terracotta,grout lines,grid pattern	textures
brown_leather	Brown Leather	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	fabric,leather,leather,brown,chair,seat,upholstery,vintage,matte,wrinkled,textile ,creased	textures
brown_mud	Brown Mud	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	terrain,natural,outdoor,mud,dirt,stones,dry,ground,soil,plant debris,granular,organic matter,earthy,twigs,earth	textures
brown_mud_02	Brown Mud 02	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	terrain,natural,outdoor,mud,dirt,stones,dry,ground,footprints,soil,compact soil,wet soil,plant debris,roots,sticks,earth	textures
brown_mud_03	Brown Mud 03	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	terrain,natural,outdoor,mud,dirt,stones,dry,ground,soil,wet soil,footprints,earth,muddy surface,wet patches,mud clumps,loose earth	textures
brown_mud_dry	Brown Mud Dry	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	terrain,natural,outdoor,collection: the_shed,mud,dirt,stones,dry,ground	textures
brown_mud_leaves_01	Brown Mud Leaves 01	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	terrain,natural,outdoor,grass,mud,moss,stones,orange,forest	textures
brown_mud_rocks_01	Brown Mud Rocks 01	Rob Tuytel	CC0 1.0		jpg,png,exr (1k..8k)	terrain,natural,outdoor,gravel,mud,moss,stones,forest,rocks,loose stones,plants,weeds,scattered weeds,plant debris,riverbank,organic matter,rocky soil,wet ground	textures
